E,M,Z
11.801329188858976,8.501095528293206,0.18363888888889127
8.706454946997683,6.809665615746793,0.15322135416666585
6.630367413212924,5.763091428749405,0.34408593750000255
11.670591630021885,8.417305424109529,0.08252430555555544
10.642615078291227,7.798725669046769,0.19764756944444448
10.48786279304669,7.697007155874513,0.3421250000000013
11.931923148587684,8.574869192490773,0.15003819444444658
8.723072885662742,6.812512987427522,0.0943524305555566
5.369780545696669,5.057435267948875,0.24304513888888996
11.126484061920593,8.07714507112608,0.1393680555555558
11.232051900621189,8.14762001547811,0.12132465277777627
7.695832874226979,6.276106327886135,0.26405034722222137
1.8956471728856767,3.3764982562774972,0.3430182291666652
10.017432415141597,7.518156036214449,0.08537673611111195
9.283869396772813,7.081903877706425,0.21507986111110985
2.545419363020756,3.73010517517076,0.31481684027778084
9.668658172099072,7.289856856673949,0.17521180555555577
8.949803093397877,6.85859812960124,0.14408159722222239
5.48062589769365,5.17625616406078,0.22916406250000046
8.99192098319569,6.938581094323158,0.19846354166666438
10.291778938145823,7.609621996424408,0.13773437500000282
10.014665384560098,7.456687697931558,0.1436996527777754
2.4138635949580776,3.6599762440949983,0.17694357638889166
9.175904494731752,7.0318121670012665,0.24315798611111025
9.841526275004849,7.335275133324995,0.10092708333333074
6.24060919176387,5.4865516319443035,0.18242274305555475
4.759942960560269,4.658952456636214,0.24059114583333321
11.632054569970723,8.406671045664092,0.13310590277778206
9.109129107729943,7.009708983645151,0.2673749999999981
10.563157919036314,7.8457684891467006,0.05879166666666717
9.90400180623982,7.463556636770471,0.19210590277777947
10.581982289610382,7.765098336180702,0.11084895833333325
11.470389233580224,8.285024570639484,0.09874479166666596
9.250050856367181,7.0376002836244105,0.368489583333333
9.886673872417688,7.468880426592817,0.14184895833333336
9.888440476982462,7.449434268497766,0.2242135416666664
9.829893578083293,7.3949164064643265,0.16730555555555857
8.74157745008152,6.784464186075729,0.24981597222222732
0.8995526516610204,2.9040736673748198,0.26850954861111037
3.9092476187348013,4.4388742932301986,0.30902430555555493
6.4656028143277995,5.5595312120066405,0.15818229166666561
12.018321575393108,8.636823807062209,0.15146006944444482
9.76481513608619,7.307941168741596,0.14060937500000115
8.826295473981412,6.921525170395997,0.34221527777777877
10.436974286751203,7.712983494726735,0.08758854166666724
7.724906391784254,6.254289954261008,0.1785381944444439
10.66120135874598,7.729929211001145,0.1688402777777796
7.237874032257438,6.125382977957955,0.17925868055556002
10.797315805424972,7.9776158547734575,0.16068923611111052
10.238333577973693,7.639589668302609,0.16392187500000283
0.9411888813284199,2.9179281313976113,0.21903385416666685
4.8751724724421654,4.830286873225535,0.49233333333333124
2.8313669290858905,3.816807476547182,0.38697395833333414
3.0067503296851625,3.9814428388259286,0.22608159722222326
2.639605877453937,3.7799312587013416,0.26941319444444595
1.7857974680225959,3.3560930736641343,0.29810156250000297
2.9369141450818206,3.922304172736322,0.3022890625000021
2.1541689416363843,3.503495624217247,0.33586197916666755
2.908865358051547,3.868773298705386,0.4672638888888888
2.5486843496928397,3.7096153669744716,0.23986458333333235
3.0171876852165,3.9681117028534216,0.37790798611110943
2.718775505924815,3.812562731273638,0.2527821180555544
2.6906074326773437,3.77029915881055,0.3620494791666687
2.1345293604357094,3.535084073261015,0.26420312499999904
1.629441428634995,3.274465512906539,0.21467013888888847
2.866484061012769,3.7711890935572283,0.2629947916666668
3.1217755452516585,3.984075470413759,0.3582256944444444
1.8747616658245094,3.35238901911447,0.2284479166666662
2.6895271583165,3.754576633974325,0.38578559027777776
3.104869865725789,3.983612975996832,0.42126388888888866
2.993555500657818,3.9526553121038357,0.27145659722222215
3.1595016052453784,4.036239043668201,0.2652638888888873
2.3922143690863873,3.6541729253945596,0.31473003472222205
2.423545391117208,3.6475088768201704,0.3367421874999973
4.407400873558864,4.645775610425345,0.333244791666667
2.9377741669304043,3.918042827416132,0.17588020833333484
2.6813683306641654,3.753088381272871,0.38059375000000184
4.717000565066257,4.758404248326403,0.4675104166666659
2.6730288946563996,3.790794871978186,0.18222743055555596
2.692751608698153,3.8031223514930956,0.25902777777777647
3.779727574975991,4.298850729457903,0.4715017361111101
1.5887145596832475,3.2445564186473885,0.26730034722222284
4.50067250261105,4.610161080527074,0.5233020833333356
1.6141890379690422,3.257053428777398,0.22421874999999963
1.6647543576834314,3.3041204205890633,0.28678906250000047
2.5838407942062944,3.6915600049388924,0.34314062500000164
4.6067394643311985,4.77261590947967,0.4311319444444457
3.5600617576835742,4.242640438206062,0.14979166666666746
4.2456233111072,4.50131792875576,0.40338715277777726
2.4905265675522426,3.7012874928157506,0.2898541666666674
1.3930278123090383,3.1595939291997888,0.26489583333333333
2.7737229085595287,3.8318579558560932,0.44150694444444477
3.5765895549687,4.193817281901787,0.4704826388888904
2.7569986216726416,3.8154039760369147,0.4461631944444454
1.3073636385536367,3.115658121083267,0.3096631944444434
3.385316704470027,4.147855695705155,0.2979565972222235
3.7567131888148286,4.322250225588606,0.5832239583333344
4.0249536418609635,4.380746588100183,0.3192378472222257
2.1504443159519773,3.5455334941160133,0.24028993055555398
4.582810714735178,4.7171055119265715,0.44299913194444296
